Date,High,Low,Open,Close,Volume,Adj Close
2001-06-24,8.286800384521484,8.26669979095459,8.276700019836426,8.276800155639648,0.0,8.276800155639648
2001-06-25,8.286800384521484,8.266799926757812,8.276800155639648,8.276800155639648,0.0,8.276800155639648
2001-07-01,8.286999702453613,8.26669979095459,8.276700019836426,8.277000427246094,0.0,8.277000427246094
2001-07-08,8.286800384521484,8.26669979095459,8.276800155639648,8.276700019836426,0.0,8.276700019836426
2001-07-10,8.286999702453613,8.266900062561035,8.276900291442871,8.276900291442871,0.0,8.276900291442871
2001-07-12,8.28689956665039,8.26669979095459,8.276900291442871,8.276700019836426,0.0,8.276700019836426
2001-07-15,8.286700248718262,8.26669979095459,8.276700019836426,8.276700019836426,0.0,8.276700019836426
2001-07-22,8.286999702453613,8.266799926757812,8.276800155639648,8.277000427246094,0.0,8.277000427246094
2001-07-29,8.286999702453613,8.26669979095459,8.277000427246094,8.276700019836426,0.0,8.276700019836426
2001-07-31,8.286999702453613,8.266900062561035,8.277000427246094,8.276900291442871,0.0,8.276900291442871
2001-08-05,8.286999702453613,8.266799926757812,8.276800155639648,8.277000427246094,0.0,8.277000427246094
2001-08-08,8.287300109863281,8.267200469970703,8.277299880981445,8.277299880981445,0.0,8.277299880981445
2001-08-09,8.286999702453613,8.266799926757812,8.277000427246094,8.276800155639648,0.0,8.276800155639648
2001-08-12,8.286800384521484,8.266799926757812,8.276800155639648,8.276800155639648,0.0,8.276800155639648
2001-08-13,8.287099838256836,8.266799926757812,8.277099609375,8.277099609375,0.0,8.277099609375
2001-08-14,8.287300109863281,8.26710033416748,8.277299880981445,8.277099609375,0.0,8.277099609375
2001-08-15,8.287099838256836,8.26710033416748,8.277099609375,8.277099609375,0.0,8.277099609375
2001-08-16,8.287099838256836,8.267000198364258,8.277000427246094,8.277000427246094,0.0,8.277000427246094
2001-08-19,8.286800384521484,8.266799926757812,8.276800155639648,8.276800155639648,0.0,8.276800155639648
2001-08-22,8.28689956665039,8.266799926757812,8.276900291442871,8.276800155639648,0.0,8.276800155639648
2001-08-26,8.287300109863281,8.267000198364258,8.277299880981445,8.277000427246094,0.0,8.277000427246094
2001-08-28,8.28689956665039,8.266799926757812,8.276800155639648,8.276900291442871,0.0,8.276900291442871
2001-09-02,8.286999702453613,8.266900062561035,8.276900291442871,8.277000427246094,0.0,8.277000427246094
2001-09-03,8.286999702453613,8.266799926757812,8.277000427246094,8.276800155639648,0.0,8.276800155639648
2001-09-05,8.286999702453613,8.266799926757812,8.277000427246094,8.276800155639648,0.0,8.276800155639648
2001-09-09,8.296699523925781,8.256699562072754,8.276700019836426,8.276700019836426,0.0,8.276700019836426
2001-09-11,8.316900253295898,8.236900329589844,8.276900291442871,8.276900291442871,0.0,8.276900291442871
2001-09-16,8.316699981689453,8.236700057983398,8.276639938354492,8.276700019836426,0.0,8.276700019836426
2001-09-23,8.286999702453613,8.26669979095459,8.277000427246094,8.277000427246094,0.0,8.277000427246094
2001-09-25,8.287199974060059,8.266900062561035,8.276900291442871,8.276900291442871,0.0,8.276900291442871
2001-10-01,8.286800384521484,8.266799926757812,8.276800155639648,8.276800155639648,0.0,8.276800155639648
2001-10-04,8.286800384521484,8.266799926757812,8.276800155639648,8.276800155639648,0.0,8.276800155639648
2001-10-07,8.286800384521484,8.26669979095459,8.276780128479004,8.276700019836426,0.0,8.276700019836426
2001-10-08,8.28689956665039,8.26669979095459,8.276700019836426,8.276900291442871,0.0,8.276900291442871
2001-10-09,8.28689956665039,8.266799926757812,8.276900291442871,8.276800155639648,0.0,8.276800155639648
2001-10-14,8.286600112915039,8.266500473022461,8.27649974822998,8.276599884033203,0.0,8.276599884033203
2001-10-15,8.286700248718262,8.266599655151367,8.276599884033203,8.276700019836426,0.0,8.276700019836426
2001-10-17,8.286999702453613,8.266900062561035,8.276900291442871,8.277000427246094,0.0,8.277000427246094
2001-10-18,8.296799659729004,8.256799697875977,8.277000427246094,8.276800155639648,0.0,8.276800155639648
2001-10-21,8.286999702453613,8.266799926757812,8.276800155639648,8.277000427246094,0.0,8.277000427246094
2001-10-25,8.286999702453613,8.266900062561035,8.27694034576416,8.277000427246094,0.0,8.277000427246094
2001-10-29,8.286999702453613,8.267000198364258,8.277000427246094,8.277000427246094,0.0,8.277000427246094
2001-11-01,8.28689956665039,8.266799926757812,8.276900291442871,8.276900291442871,0.0,8.276900291442871
2001-11-05,8.28689956665039,8.266799926757812,8.276800155639648,8.276800155639648,0.0,8.276800155639648
2001-11-06,8.286800384521484,8.26669979095459,8.276700019836426,8.276700019836426,0.0,8.276700019836426
